date,region,product,sales,profit
2024-11-15,광주,A,402,89
2024-11-15,인천,D,791,183
2024-11-15,서울,B,998,14
2024-11-16,인천,D,870,156
2024-11-16,광주,A,487,113
2024-11-16,인천,B,411,126
2024-11-17,서울,D,989,174
2024-11-19,부산,D,467,16
2024-11-19,서울,A,849,32
2024-11-19,광주,B,399,73
2024-11-21,광주,C,987,157
2024-11-21,광주,C,549,64
2024-11-21,인천,A,361,56
2024-11-22,광주,C,889,13
2024-11-22,대구,C,465,164
2024-11-22,광주,B,858,84
2024-11-23,서울,B,659,47
2024-11-23,광주,A,964,139
2024-11-24,인천,B,486,155
2024-11-25,인천,D,672,186
2024-11-25,광주,A,290,195
2024-11-25,광주,D,577,15
2024-11-25,부산,C,317,193
2024-11-25,부산,A,811,52
2024-11-25,서울,C,389,98
2024-11-26,광주,C,271,78
2024-11-26,대구,B,986,27
2024-11-27,부산,B,739,184
2024-11-28,부산,B,506,102
2024-11-28,인천,A,232,141
2024-11-28,대구,A,809,82
2024-11-28,서울,C,195,163
2024-11-29,서울,D,983,154
2024-11-29,대구,A,283,172
2024-11-29,광주,B,481,127
2024-11-29,서울,C,492,61
2024-11-30,대구,A,353,111
2024-11-30,대구,A,364,28
2024-11-30,인천,D,285,58
2024-11-30,광주,C,484,185
2024-11-30,대구,C,106,47
2024-11-30,인천,A,719,141
2024-12-01,부산,A,559,162
2024-12-01,인천,D,920,78
2024-12-01,서울,C,110,109
2024-12-01,광주,B,575,44
2024-12-02,서울,C,670,134
2024-12-02,대구,B,738,137
2024-12-02,대구,A,568,109
2024-12-02,서울,B,976,183
2024-12-02,대구,B,556,163
2024-12-02,광주,B,272,13
2024-12-02,부산,D,211,17
2024-12-02,인천,A,244,25
2024-12-03,서울,C,335,139
2024-12-04,서울,A,782,94
2024-12-05,부산,C,826,164
2024-12-05,대구,D,204,162
2024-12-05,부산,D,658,124
2024-12-05,대구,B,971,139
2024-12-06,대구,A,624,138
2024-12-07,서울,B,153,74
2024-12-08,부산,D,281,168
2024-12-08,인천,C,766,30
2024-12-09,인천,A,977,137
2024-12-09,인천,C,632,33
2024-12-10,서울,D,231,130
2024-12-10,광주,B,476,49
2024-12-10,인천,D,454,54
2024-12-10,대구,D,578,158
2024-12-10,서울,C,840,14
2024-12-11,대구,C,345,20
2024-12-11,인천,B,117,198
2024-12-11,대구,A,788,159
2024-12-12,대구,A,748,174
2024-12-13,부산,B,326,83
2024-12-13,부산,D,462,29
2024-12-13,광주,D,771,81
2024-12-13,인천,A,181,24
2024-12-14,대구,C,786,109
2024-12-14,광주,C,350,198
2024-12-14,대구,C,724,111
2024-12-15,부산,C,535,105
2024-12-16,대구,C,813,66
2024-12-16,부산,C,245,41
2024-12-17,광주,C,114,115
2024-12-17,광주,C,334,163
2024-12-17,광주,C,356,101
2024-12-17,대구,A,227,29
2024-12-17,부산,B,518,82
2024-12-18,광주,B,859,156
2024-12-18,인천,D,930,115
2024-12-18,인천,B,177,194
2024-12-19,대구,A,247,181
2024-12-19,광주,D,131,24
2024-12-20,광주,A,884,160
2024-12-20,대구,C,309,186
2024-12-20,인천,C,744,139
2024-12-21,대구,B,573,161
2024-12-21,서울,A,749,159
2024-12-21,대구,D,843,34
2024-12-22,대구,C,732,91
2024-12-22,부산,C,261,168
2024-12-23,서울,D,477,125
2024-12-24,인천,D,259,126
2024-12-24,인천,A,710,183
2024-12-25,서울,A,721,66
2024-12-25,서울,A,886,55
2024-12-25,서울,B,226,97
2024-12-25,서울,D,304,131
2024-12-26,부산,D,163,67
2024-12-26,서울,A,818,130
2024-12-27,인천,B,473,57
2024-12-28,부산,A,765,133
2024-12-28,대구,A,341,124
2024-12-28,광주,C,986,133
2024-12-28,광주,C,319,120
2024-12-29,대구,B,414,34
2024-12-29,대구,D,665,146
2024-12-29,부산,C,353,98
2024-12-29,광주,A,392,88
2024-12-29,서울,C,910,54
2024-12-29,부산,C,170,102
2024-12-29,서울,D,955,167
2024-12-30,광주,B,997,163
2024-12-31,부산,C,869,192
2024-12-31,부산,D,698,69
